Augusto, la, transcription, texts/caes0053.xml
Augusto, la, transcription, texts/caes0107.xml
Augusto, la, transcription, texts/caes0354.xml
Augustus, la, transcription, texts/caes0051.xml
Augustus, la, transcription, texts/caes0052.xml
Augustus, la, transcription, texts/caes0054.xml
Augustus, la, transcription, texts/yotv0001.xml
Aurelio, la, transcription, texts/caes0009.xml
Aurelio, la, transcription, texts/caes0010.xml
Aurelio, la, transcription, texts/caes0016.xml
Aurelius, la, transcription, texts/caes0007.xml
Aurunculeius, la, transcription, texts/caes0002.xml
A|ου, grc, transcription, texts/fiqg0013.xml
Aὐδυναίου, grc, transcription, texts/zoor0201.xml
BONA, la, transcription, texts/fiqg0002.xml
Boethi, la, transcription, texts/caes0030.xml
Bεροῦτοϛ, grc, transcription, texts/akld0007.xml
C, la, transcription, texts/caes0018.xml
C, la, transcription, texts/masa0844.xml
CAI, la, transcription, texts/masa0943.xml
CAST, la, transcription, texts/masa0843.xml
CB·CO, la, transcription, texts/masa0836.xml
CID, la, transcription, texts/masa0838.xml
CM, la, transcription, texts/masa0837.xml
COEBAL·P·R·AU·, la, transcription, texts/masa0828.xml
COL, la, transcription, texts/masa0852.xml
CX, la, transcription, texts/masa0848.xml
CXII, la, transcription, texts/masa0847.xml
Caes, la, transcription, texts/caes0006.xml
Caesar, la, transcription, texts/caes0051.xml
Caesar, la, transcription, texts/caes0052.xml
Caesar, la, transcription, texts/caes0054.xml
Caesar, la, transcription, texts/caes0352.xml
Caesare, la, transcription, texts/caes0047.xml
Caesare, la, transcription, texts/caes0049.xml
Caesare, grc, transcription, texts/masa0795.xml
Caesare, grc, transcription, texts/masa0796.xml
Caesare, la, transcription, texts/masa0799.xml
Caesareae, la, transcription, texts/caes0003.xml
Caesareae, la, transcription, texts/caes0044.xml
Caesares, la, transcription, texts/yotv0001.xml
Caesari, la, transcription, texts/bshe0006.xml
Caesari, la, transcription, texts/caes0006.xml
Caesari, la, transcription, texts/caes0014.xml
Caesari, la, transcription, texts/caes0016.xml
Caesari, la, transcription, texts/caes0017.xml
Caesari, grc, transcription, texts/caes0027.xml
Caesari, la, transcription, texts/caes0106.xml
Caesari, la, transcription, texts/caes0107.xml
Caio, la, transcription, texts/caes0006.xml
Caio, la, transcription, texts/caes0007.xml
Caio, la, transcription, texts/caes0018.xml
Caio, la, transcription, texts/caes0106.xml
Caius, la, transcription, texts/caes0002.xml
Caius, la, transcription, texts/haif0020a.xml
Callisto, la, transcription, texts/caes0002.xml
Calpurniano, la, transcription, texts/caes0010.xml
Camilia, lat, transcription, texts/emma0001.xml
Campagonum, la, transcription, texts/caes0004.xml
Campestris, la, transcription, texts/masa0830.xml
Cdo, la, transcription, texts/caes0062.xml
Cir, la, transcription, texts/masa0834.xml
Claudio, la, transcription, texts/caes0021.xml
Claudio, la, transcription, texts/caes0145.xml
Claudius, la, transcription, texts/caes0146.xml
Clegionis, la, transcription, texts/caes0031.xml
Clemes, la, transcription, texts/caes0006.xml
Cleobulus, la, transcription, texts/caes0016.xml
Cleopatra, la, transcription, texts/caes0044.xml
Coloniae, la, transcription, texts/caes0044.xml
Constantio, la, transcription, texts/caes0017.xml
Constantius, la, transcription, texts/yotv0001.xml
Cop, la, transcription, texts/masa0825.xml
Cornelii, la, transcription, texts/caes0015.xml
Cornelius, la, transcription, texts/caes0015.xml
Cumana, la, transcription, texts/masa0825.xml
Cypri, la, transcription, texts/caes0004.xml
Cyrenaicae, la, transcription, texts/caes0035.xml
C­, grc, transcription, texts/hamm0048.xml
C·AN, la, transcription, texts/masa0835.xml
Cαρίας, , transcription, texts/hamm0021.xml
Cεουῇρος, grc, transcription, texts/hamm0039.xml
Cεργία, grc, transcription, texts/hamm0037.xml
Cιλανὸς, grc, transcription, texts/hamm0018.xml
Cιρικίῳ, grc, transcription, texts/hamm0026.xml
Cλεοπάτρα, grc, transcription, texts/eluy0002.xml
Cτρα­, grc, transcription, texts/hamm0007.xml
Cτρατηγιος, grc, transcription, texts/hamm0018.xml
Cυνκλήτιος, grc, transcription, texts/hamm0035.xml
Cωσίβιος, grc, transcription, texts/sepp0014.xml
Dacia, la, transcription, texts/caes0004.xml
Damas, la, transcription, texts/caes0146.xml
Decimi, la, transcription, texts/caes0015.xml
Decimo, la, transcription, texts/caes0015.xml
Deio, la, transcription, texts/caes0046.xml
Diocletiano, la, transcription, texts/caes0006.xml
Diocletianus, la, transcription, texts/yotv0001.xml
Dis, la, transcription, texts/caes0146.xml
Dis, la, transcription, texts/caes0160.xml
Domine, la, transcription, texts/jeru0306.xml
E, la, transcription, texts/caes0008.xml
EI, la, transcription, texts/masa0918.xml
Eudemi, la, transcription, texts/masa0949.xml
Eudemi, la, transcription, texts/masa0950.xml
Eὐτυχίδης, grc, transcription, texts/haif0041.xml
FFF, grc, transcription, texts/evro0011.xml
FRetensis, la, transcription, texts/masa0853.xml
Felici, la, transcription, texts/bshe0006.xml
Felicissimo, la, transcription, texts/caes0009.xml
Fer, la, transcription, texts/caes0054.xml
Fer-, la, transcription, texts/bshe0006.xml
Ferratae, la, transcription, texts/caes0004.xml
Ferratae, la, transcription, texts/caes0049.xml
Ferratae, la, transcription, texts/caes0054.xml
Ferratae, la, transcription, texts/caes0146.xml
Flavia, la, transcription, texts/caes0024.xml
Flaviae, la, transcription, texts/caes0003.xml
Flaviae, la, transcription, texts/caes0044.xml
Flavianus, la, transcription, texts/caes0031.xml
Flavii, la, transcription, texts/caes0030.xml
Flavii, la, transcription, texts/caes0146.xml
Flavio, la, transcription, texts/caes0002.xml
Flavio, la, transcription, texts/caes0010.xml
Flavio, la, transcription, texts/caes0017.xml
Flavium, la, transcription, texts/caes0003.xml
Flavius, la, transcription, texts/caes0018.xml
Fortissimo, la, transcription, texts/bshe0006.xml
Fortissimo, la, transcription, texts/caes0014.xml
Fortissimo, la, transcription, texts/caes0017.xml
Fr, la, transcription, texts/caes0031.xml
Fretensis, la, transcription, texts/caes0018.xml
Fretensis, la, transcription, texts/caes0045.xml
Fretensis, la, transcription, texts/caes0048.xml
Fretensis, la, transcription, texts/caes0050.xml
Fretensis, la, transcription, texts/caes0051.xml
Fretensis, la, transcription, texts/caes0052.xml
Fretensis, la, transcription, texts/caes0053.xml
Fretensis, la, transcription, texts/caes0146.xml
Fretensis, la, transcription, texts/caes0148.xml
Fretensis, la, transcription, texts/caes0349.xml
Fulminatae, la, transcription, texts/caes0119.xml
Furio, la, transcription, texts/caes0007.xml
G, la, transcription, texts/caes0021.xml
Gaio, la, transcription, texts/caes0106.xml
Galerio, la, transcription, texts/bshe0006.xml
Galerio, la, transcription, texts/caes0014.xml
Garum, la, transcription, texts/masa0826.xml
Gordiano, la, transcription, texts/caes0107.xml
HI, la, transcription, texts/haif0020a.xml
Hadr, la, transcription, texts/caes0054.xml
Hadriano, la, transcription, texts/caes0045.xml
Hadriano, la, transcription, texts/caes0047.xml
Hadriano, la, transcription, texts/caes0049.xml
Hadriano, la, transcription, texts/caes0053.xml
Hadrianus, la, transcription, texts/caes0051.xml
Hadrianus, la, transcription, texts/caes0052.xml
Hadrianus, la, transcription, texts/caes0054.xml
Hemesenorum, la, transcription, texts/caes0004.xml
Heres, lat, transcription, texts/emma0001.xml
Herinnius, la, transcription, texts/masa0829.xml
Hestia, la, transcription, texts/haif0020a.xml
Hic, lat, transcription, texts/emma0001.xml
Hilarus, la, transcription, texts/caes0146.xml
Hispanorum, la, transcription, texts/caes0004.xml
I, la, transcription, texts/caes0003.xml
I, la, transcription, texts/caes0004.xml
II, la, transcription, texts/caes0003.xml
II, la, transcription, texts/caes0008.xml
II, la, transcription, texts/caes0047.xml
II, grc, transcription, texts/zoor0392.xml
IICBP, la, transcription, texts/masa0832.xml
III, la, transcription, texts/caes0035.xml
IIII, la, transcription, texts/caes0004.xml
IS, la, transcription, texts/caes0008.xml
IVE𐅹, grc, transcription, texts/kede0001.xml
Imperator, la, transcription, texts/caes0051.xml
Imperator, la, transcription, texts/caes0054.xml
Imperatore, la, transcription, texts/caes0045.xml
Imperatore, la, transcription, texts/caes0047.xml
Imperatore, la, transcription, texts/caes0049.xml
Imperatore, la, transcription, texts/caes0052.xml
Imperatore, la, transcription, texts/caes0053.xml
Imperatori, la, transcription, texts/bshe0006.xml
Imperatori, la, transcription, texts/caes0006.xml
Imperatori, la, transcription, texts/caes0106.xml
Imperatori, la, transcription, texts/caes0107.xml
Iosepus, la, transcription, texts/masa0936.xml
Italico, la, transcription, texts/caes0145.xml
Iudaeae, la, transcription, texts/caes0043.xml
Iulia, la, transcription, texts/caes0032.xml
Iulii, la, transcription, texts/caes0032.xml
Iulio, la, transcription, texts/caes0018.xml
Iulio, la, transcription, texts/caes0106.xml
Iulius, la, transcription, texts/caes0119.xml
Iulius, la, transcription, texts/caes0148.xml
Iul­, la, transcription, texts/caes0148.xml
Iustinus, la, transcription, texts/caes0007.xml
Kασσίσου, grc, transcription, texts/zoor0286.xml
L, la, transcription, texts/caes0035.xml
L, grc, transcription, texts/jeri0003.xml
L, grc, transcription, texts/mare0215.xml
L, grc, transcription, texts/mare0217.xml
L, grc, transcription, texts/mare0218.xml
L, la, transcription, texts/masa0836.xml
L, grc, transcription, texts/sena0005.xml
LEG, la, transcription, texts/masa0827.xml
LEG, la, transcription, texts/masa0937.xml
LOL, la, transcription, texts/masa0840.xml
LXXV, la, transcription, texts/masa0834.xml
LXXVI, la, transcription, texts/masa0824.xml
Lati, la, transcription, texts/caes0062.xml
Legio, la, transcription, texts/masa0853.xml
Livi·Caustri, la, transcription, texts/masa0948.xml
Lucio, la, transcription, texts/caes0004.xml
L·, la, transcription, texts/masa0828.xml
LΚ, grc, transcription, texts/jeru0062.xml
Lανομοῦντοςαθοκλέους, grc, transcription, texts/mare0209.xml
Lανομοῦντοςθοκλέους, grc, transcription, texts/mare0210.xml
Lε᾽ἀγορανομοῦντος, grc, transcription, texts/mare0211.xml
LϝΜΡ, grc, transcription, texts/mare0212.xml
M, la, transcription, texts/masa0838.xml
M, la, transcription, texts/masa0916.xml
M, la, transcription, texts/masa0944.xml
M, la, transcription, texts/masa0949.xml
M, grc, transcription, texts/zoor0350.xml
MAPAT, grc, transcription, texts/shap0001.xml
MARION, la, transcription, texts/jeru0164.xml
MO, la, transcription, texts/masa0945.xml
MON, la, transcription, texts/haif0020a.xml
MON, la, transcription, texts/masa0833.xml
MT, la, transcription, texts/masa0921.xml
Macedonicae, lat, transcription, texts/emma0001.xml
Magnus, la, transcription, texts/caes0119.xml
Manibus, la, transcription, texts/caes0146.xml
Manibus, la, transcription, texts/caes0160.xml
Marco, la, transcription, texts/caes0009.xml
Marco, la, transcription, texts/caes0016.xml
Marco, la, transcription, texts/caes0107.xml
Marcum, la, transcription, texts/caes0003.xml
Marcus, la, transcription, texts/caes0018.xml
Marini, la, transcription, texts/caes0164.xml
Maximiano, la, transcription, texts/bshe0006.xml
Maximiano, la, transcription, texts/caes0009.xml
Maximiano, la, transcription, texts/caes0014.xml
Maximianus, la, transcription, texts/yotv0001.xml
Maximino, la, transcription, texts/caes0106.xml
Maximo, la, transcription, texts/caes0106.xml
Mesopotamenae, la, transcription, texts/caes0004.xml
Mesopotamiae, la, transcription, texts/caes0010.xml
Mevius, la, transcription, texts/caes0004.xml
Mvii, la, transcription, texts/masa0950.xml
M·, la, transcription, texts/masa0829.xml
Mαρία, grc, transcription, texts/zoor0345.xml
Mαργαλίης, grc, transcription, texts/zoor0201.xml
Mνημεῖον, grc, transcription, texts/zoor0010.xml
Mνημεῖον, grc, transcription, texts/zoor0011.xml
Mνημεῖον, grc, transcription, texts/zoor0012.xml
Mνημεῖον, grc, transcription, texts/zoor0013.xml
Mνημεῖον, grc, transcription, texts/zoor0014.xml
Mνημεῖον, grc, transcription, texts/zoor0015.xml
Mνημεῖον, grc, transcription, texts/zoor0035.xml
Mνημεῖον, grc, transcription, texts/zoor0036.xml
Mνημῖ, grc, transcription, texts/zoor0277.xml
Mνημῖαν, grc, transcription, texts/zoor0283.xml
Mνημῖον, grc, transcription, texts/zoor0278.xml
Mνημῖον, grc, transcription, texts/zoor0279.xml
Mνημῖον, grc, transcription, texts/zoor0280.xml
Mνημῖον, grc, transcription, texts/zoor0281.xml
Mνημῖον, grc, transcription, texts/zoor0282.xml
Mνημῖον, grc, transcription, texts/zoor0284.xml
Mνημῖον, grc, transcription, texts/zoor0285.xml
Mνῆμα, grc, transcription, texts/iopp0003.xml
N, grc, transcription, texts/sena0005.xml
NEPOT, la, transcription, texts/masa0946.xml
NEPOT, la, transcription, texts/masa0947.xml
Nostius, la, transcription, texts/masa0831.xml
O, la, transcription, texts/masa0844.xml
OLC, la, transcription, texts/masa0839.xml
OLEARI, la, transcription, texts/masa0851.xml
OPOI, la, transcription, texts/caes0008.xml
Octa, la, transcription, texts/masa0949.xml
Omni, la, transcription, texts/caes0016.xml
Oppiusfilius, lat, transcription, texts/emma0001.xml
Osrhoenae, la, transcription, texts/caes0010.xml
P, la, transcription, texts/caes0013.xml
PA, la, transcription, texts/masa0951.xml
Pal, la, transcription, texts/caes0016.xml
Pal, la, transcription, texts/caes0033.xml
Pal, la, transcription, texts/caes0351.xml
Palaest, la, transcription, texts/caes0018.xml
Palaest, la, transcription, texts/caes0020.xml
Palaestinae, la, transcription, texts/bshe0006.xml
Palaestinae, la, transcription, texts/caes0004.xml
Palaestinae, la, transcription, texts/caes0008.xml
Palaestinae, la, transcription, texts/caes0009.xml
Palaestinae, la, transcription, texts/caes0013.xml
Palaestinae, la, transcription, texts/caes0014.xml
Palaestinae, la, transcription, texts/caes0015.xml
Palaestinae, la, transcription, texts/caes0016.xml
Palaestinae, la, transcription, texts/caes0017.xml
Palaestinae, la, transcription, texts/caes0018.xml
Palaestinae, la, transcription, texts/caes0020.xml
Palaestinae, la, transcription, texts/caes0022.xml
Palaestinae, la, transcription, texts/caes0032.xml
Palaestinae, la, transcription, texts/caes0033.xml
Palaestinae, la, transcription, texts/caes0351.xml
Palaestinae, la, transcription, texts/yotv0001.xml
Pannonia, la, transcription, texts/caes0004.xml
Parthos, la, transcription, texts/caes0004.xml
Perpetuae, la, transcription, texts/yotv0001.xml
Pilatus, la, transcription, texts/caes0043.xml
Pio, la, transcription, texts/bshe0006.xml
Po, la, transcription, texts/caes0043.xml
Potentis, la, transcription, texts/caes0146.xml
Primae, la, transcription, texts/caes0044.xml
Prisci, la, transcription, texts/yotv0001.xml
Priscus, la, transcription, texts/caes0014.xml
Priscus, la, transcription, texts/caes0017.xml
Probo, la, transcription, texts/caes0013.xml
Probo, la, transcription, texts/caes0016.xml
Procula, la, transcription, texts/caes0032.xml
Protianus, la, transcription, texts/caes0146.xml
